Serotype,Stage,Feature,Pearson_r,Abs_r,P_value
IP1,pg,pg_child2_xto_control_20x__2_1,-0.2357,0.2357,0.027
IP1,pg,pg_child2_xto_inlet_20x__8_1,-0.2357,0.2357,0.0271
IP1,pg,pg_child2_xto_inline_201__3_1,-0.2356,0.2356,0.0271
IP1,pg,pg_child2_xto_outlet_20x__7_1,-0.2356,0.2356,0.0271
IP1,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_min,-0.227,0.227,0.0335
IP1,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_max,-0.2186,0.2186,0.0407
IP1,pg,pg_sub_pc4,0.2134,0.2134,0.0459
IP1,pg,pg_child2_xto_prompt__4_1,-0.2116,0.2116,0.0478
IP1,pg,pg_child2_xto_alarm_201__3_1,0.2092,0.2092,0.0505
IP1,pg,pg_sensor_MT_I1_OUT_std,-0.2069,0.2069,0.053
IP1,pg,pg_child2_xto_init_20x__1_1,0.204,0.204,0.0566
IP1,pg,pg_sub_pc2,-0.2008,0.2008,0.0606
IP1,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_std,-0.1981,0.1981,0.0643
IP1,pg,pg_child2_xto_inline_201__13_1,0.1976,0.1976,0.0649
IP1,pg,pg_child2_xto_common_20x__25_1,0.197,0.197,0.0659
IP1,pg,pg_child2_xto_control_20x__11_1,0.1967,0.1967,0.0662
IP1,pg,pg_child2_xto_outlet_20x__14_1,-0.1837,0.1837,0.0867
IP1,pg,pg_sensor_AI_A3_mean,-0.1814,0.1814,0.0908
IP1,pg,PG_UF - Ratio prot/Ag,-0.1788,0.1788,0.0956
IP1,pg,pg_sensor_PIC_A1_mean,-0.1688,0.1688,0.1159
IP1,pg,pg_child2_xto_common_20x__35_1,0.1655,0.1655,0.1233
IP1,pg,pg_child2_xto_control_20x__20_1,0.1655,0.1655,0.1233
IP1,pg,pg_sensor_UV Elution_mean,0.1639,0.1639,0.1269
IP1,pg,pg_child2_xto_cip_201__6_1,0.1613,0.1613,0.1333
IP1,pg,pg_child2_xto_cip_201__5_1,0.1573,0.1573,0.1434
IP1,pg,pg_child2_xto_inline_201__5_1,-0.1551,0.1551,0.1492
IP1,pg,pg_sensor_UV Elution_max,0.1534,0.1534,0.1535
IP1,pg,pg_child2_xto_outlet_20x__17_1,0.153,0.153,0.1547
IP1,pg,pg_child2_xto_common_20x__38_1,0.1528,0.1528,0.1554
IP1,pg,pg_child2_xto_common_20x__12_1,0.1519,0.1519,0.1577
IP1,pg,pg_child2_xto_common_20x__1_1,0.1516,0.1516,0.1585
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_std,0.1507,0.1507,0.161
IP1,pg,pg_child2_xto_common_20x__21_1,-0.1502,0.1502,0.1625
IP1,pg,pg_child2_xto_control_20x__6_1,-0.1502,0.1502,0.1625
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_mean,0.1497,0.1497,0.164
IP1,pg,pg_sensor_UV Light_mean,0.1491,0.1491,0.1656
IP1,pg,pg_sub_pc1,-0.1489,0.1489,0.1662
IP1,pg,pg_child2_xto_prompt__9_1,0.1481,0.1481,0.1684
IP1,pg,pg_sensor_PIC_A1_std,-0.1434,0.1434,0.1827
IP1,pg,pg_child2_xto_control_20x__10_1,0.143,0.143,0.1837
IP1,pg,pg_child2_xto_outlet_20x__16_1,0.1425,0.1425,0.1854
IP1,pg,pg_child2_xto_common_20x__36_1,0.1424,0.1424,0.1856
IP1,pg,pg_child2_xto_control_20x__23_1,0.1424,0.1424,0.1856
IP1,pg,pg_child2_xto_inline_201__12_1,0.1416,0.1416,0.1882
IP1,pg,PG_UF - Purification factor,-0.1405,0.1405,0.1918
IP1,pg,pg_child2_xto_common_20x__2_1,0.1404,0.1404,0.192
IP1,pg,pg_sensor_AI_A1_mean,-0.1381,0.1381,0.1993
IP1,pg,pg_child2_xto_control_20x__29_1,0.138,0.138,0.1999
IP1,pg,pg_child2_xto_inlet_20x__16_1,0.1379,0.1379,0.2
IP1,pg,pg_child2_xto_control_20x__25_1,0.1378,0.1378,0.2005
IP1,pg,pg_child2_xto_inline_201__6_1,0.1378,0.1378,0.2005
IP1,pg,pg_child2_xto_common_20x__16_1,0.1361,0.1361,0.2063
IP1,pg,pg_sensor_UV Elution_std,0.1357,0.1357,0.2074
IP1,pg,pg_child2_xto_common_20x__24_1,0.1333,0.1333,0.2156
IP1,pg,pg_child2_xto_control_20x__9_1,0.1333,0.1333,0.2156
IP1,pg,pg_child2_xto_inlet_20x__19_1,0.1326,0.1326,0.218
IP1,pg,pg_child2_xto_inlet_20x__11_1,0.1323,0.1323,0.2192
IP1,pg,pg_sensor_AI_A1_min,0.1313,0.1313,0.2227
IP1,pg,pg_child2_xto_inlet_20x__17_1,0.1283,0.1283,0.2336
IP1,pg,pg_sensor_FIC_C11_min,-0.1271,0.1271,0.2381
IP1,pg,pg_child2_xto_common_20x__42_1,0.1267,0.1267,0.2395
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_max,0.1262,0.1262,0.2413
IP1,pg,pg_child2_xto_outlet_20x__9_1,0.1261,0.1261,0.2416
IP1,pg,pg_sensor_PIC_A1_max,-0.123,0.123,0.2536
IP1,pg,pg_sub_pc3,0.1196,0.1196,0.2668
IP1,pg,PG_004 PG - Ag content Elisa [DU/ml],0.1188,0.1188,0.2702
IP1,pg,pg_sensor_AI_A3_std,-0.1185,0.1185,0.2715
IP1,pg,pg_child2_xto_inline_201__8_1,0.1176,0.1176,0.2752
IP1,pg,pg_child2_xto_control_20x__7_1,0.1161,0.1161,0.2813
IP1,pg,pg_child2_xto_inlet_20x__6_1,0.1161,0.1161,0.2813
IP1,pg,pg_child2_xto_alarm_201__1_1,-0.116,0.116,0.2819
IP1,pg,pg_child2_xto_prompt__14_1,0.1159,0.1159,0.2824
IP1,pg,pg_child2_xto_common_20x__32_1,0.1154,0.1154,0.2845
IP1,pg,pg_sensor_Accumulated Volume_std,-0.1139,0.1139,0.2905
IP1,pg,PG_PG - Ag total,0.1101,0.1101,0.3074
IP1,pg,pg_sensor_TI_A1_std,0.1098,0.1098,0.3087
IP1,pg,PG_Packing quality HETP/S1 [Centimeter],0.1084,0.1084,0.3146
IP1,pg,pg_sensor_TI_A1_max,0.1055,0.1055,0.3277
IP1,pg,pg_sensor_AI_A2_mean,-0.1051,0.1051,0.3298
IP1,pg,pg_sensor_TI_A2_min,0.105,0.105,0.3302
IP1,pg,pg_sensor_TA_O1_HETP_mean,0.1048,0.1048,0.3311
IP1,pg,pg_child2_xto_control_20x__18_1,0.1022,0.1022,0.3432
IP1,pg,pg_child2_xto_alarm_201__9_1,-0.1017,0.1017,0.3456
IP1,pg,pg_child2_xto_prompt__1_1,0.1012,0.1012,0.3483
IP1,pg,pg_sensor_AI_A1_std,-0.1009,0.1009,0.3495
IP1,pg,PG_Packing quality HETP/S2 [Centimeter],0.1001,0.1001,0.3537
IP1,pg,pg_child2_xto_common_20x__15_1,0.0996,0.0996,0.3558
IP1,pg,pg_child2_xto_prompt__17_1,-0.0984,0.0984,0.3616
IP1,pg,pg_sensor_TA_A2_ASYM_mean,0.0982,0.0982,0.3627
IP1,pg,pg_sensor_TA_A2_ASYM_min,0.0982,0.0982,0.3627
IP1,pg,pg_sensor_TA_A2_ASYM_max,0.0982,0.0982,0.3627
IP1,pg,pg_child2_xto_common_20x__33_1,0.0976,0.0976,0.3656
IP1,pg,pg_sensor_AI_A3_min,-0.0975,0.0975,0.3664
IP1,pg,pg_child2_xto_alarm_201__5_1,-0.0969,0.0969,0.3694
IP1,pg,pg_child2_xto_common_20x__26_1,-0.0968,0.0968,0.3694
IP1,pg,pg_child2_xto_control_20x__12_1,-0.0968,0.0968,0.3694
IP1,pg,pg_child2_xto_inline_201__14_1,-0.0968,0.0968,0.3694
IP1,pg,pg_child2_xto_outlet_20x__6_1,-0.0965,0.0965,0.3712
IP1,pg,pg_child2_xto_outlet_20x__15_1,0.094,0.094,0.3834
IP1,pg,pg_sensor_UV Light_std,0.0925,0.0925,0.3911
IP1,pg,pg_sensor_PI_A2_max,-0.0909,0.0909,0.3995
IP1,pg,pg_child2_xto_cip_201__7_1,0.089,0.089,0.4096
IP1,pg,pg_child2_xto_common_20x__39_1,0.089,0.089,0.4096
IP1,pg,pg_child2_xto_common_20x__44_1,0.0888,0.0888,0.4109
IP1,pg,PG_Packing Assymetry/S2,0.0845,0.0845,0.434
IP1,pg,pg_child2_xto_common_20x__37_1,-0.0834,0.0834,0.4397
IP1,pg,pg_child2_xto_control_20x__24_1,-0.0834,0.0834,0.4397
IP1,pg,pg_child2_xto_outlet_20x__11_1,-0.0834,0.0834,0.4397
IP1,pg,pg_child2_xto_prompt__18_1,0.0816,0.0816,0.4497
IP1,pg,PG_Packing Assymetry/S1,0.081,0.081,0.4529
IP1,pg,pg_sensor_MT_I1_OUT_max,-0.0798,0.0798,0.46
IP1,pg,pg_child2_xto_control_20x__26_1,0.0786,0.0786,0.4668
IP1,pg,pg_sensor_AI_A1_max,0.0783,0.0783,0.4682
IP1,pg,pg_sensor_PIC_I1_min,-0.0755,0.0755,0.4843
IP1,pg,pg_sensor_TI_A1_min,0.0747,0.0747,0.4894
IP1,pg,pg_sensor_Accumulated Volume_min,0.0733,0.0733,0.4976
IP1,pg,pg_sensor_PI_A2_std,-0.0726,0.0726,0.5015
IP1,pg,pg_sensor_PIC_I1_max,-0.0721,0.0721,0.5046
IP1,pg,pg_child2_xto_inlet_20x__12_1,0.0717,0.0717,0.5067
IP1,pg,pg_sensor_AI_A2_std,-0.0709,0.0709,0.5116
IP1,pg,pg_sensor_XV-O1_ZSO_mean,0.0681,0.0681,0.5282
IP1,pg,pg_child2_xto_common_20x__3_1,-0.0679,0.0679,0.5293
IP1,pg,pg_child2_xto_prompt__5_1,-0.0679,0.0679,0.5293
IP1,pg,pg_child2_xto_cip_201__1_1,-0.0673,0.0673,0.5334
IP1,pg,pg_child2_xto_control_20x__1_1,-0.0673,0.0673,0.5334
IP1,pg,pg_child2_xto_outlet_20x__1_1,-0.0673,0.0673,0.5334
IP1,pg,pg_sensor_MT_I1_OUT_mean,-0.0666,0.0666,0.5375
IP1,pg,pg_child2_xto_inlet_20x__1_1,-0.0657,0.0657,0.5433
IP1,pg,pg_child2_xto_inline_201__1_1,-0.0657,0.0657,0.5432
IP1,pg,pg_child2_xto_common_20x__29_1,-0.0649,0.0649,0.5483
IP1,pg,pg_sensor_AI_A3_max,-0.0648,0.0648,0.5485
IP1,pg,pg_sensor_FIC_C11_max,-0.0647,0.0647,0.5492
IP1,pg,pg_child2_xto_inline_201__17_1,-0.0646,0.0646,0.5501
IP1,pg,pg_child2_xto_common_20x__14_1,-0.0645,0.0645,0.5505
IP1,pg,pg_child2_xto_control_20x__3_1,-0.0645,0.0645,0.5504
IP1,pg,pg_child2_xto_inlet_20x__9_1,-0.0645,0.0645,0.5504
IP1,pg,pg_child2_xto_outlet_20x__20_1,-0.0645,0.0645,0.5505
IP1,pg,pg_sub_pc5,0.0631,0.0631,0.5589
IP1,pg,pg_child2_xto_inline_201__9_1,0.0624,0.0624,0.5634
IP1,pg,pg_child2_xto_outlet_20x__2_1,0.0624,0.0624,0.5634
IP1,pg,pg_child2_xto_common_20x__41_1,0.0617,0.0617,0.5677
IP1,pg,pg_child2_xto_control_20x__28_1,0.0617,0.0617,0.5677
IP1,pg,pg_child2_xto_cip_201__4_1,-0.0615,0.0615,0.5691
IP1,pg,pg_child2_xto_common_20x__7_1,0.0612,0.0612,0.571
IP1,pg,pg_sensor_TI_A1_mean,0.0605,0.0605,0.5755
IP1,pg,pg_child2_xto_prompt__2_1,-0.0582,0.0582,0.5901
IP1,pg,pg_sensor_TI_A2_max,-0.0578,0.0578,0.5927
IP1,pg,pg_sensor_FIC_C11_std,-0.0573,0.0573,0.5956
IP1,pg,pg_sensor_TA_A2_HETP_mean,0.0571,0.0571,0.5972
IP1,pg,pg_sensor_TA_A2_HETP_min,0.0571,0.0571,0.5972
IP1,pg,pg_sensor_TA_A2_HETP_max,0.0571,0.0571,0.5972
IP1,pg,pg_child2_xto_inlet_20x__7_1,-0.057,0.057,0.5978
IP1,pg,pg_sensor_PI_A2_mean,-0.0562,0.0562,0.6033
IP1,pg,pg_child2__gen_get_val_15__1_1,0.0546,0.0546,0.6133
IP1,pg,pg_sensor_UV Light_min,0.051,0.051,0.6373
IP1,pg,pg_child2_xto_prompt__7_1,-0.0503,0.0503,0.6416
IP1,pg,pg_child2_xto_cip_201__9_1,-0.0494,0.0494,0.6477
IP1,pg,pg_child2_xto_control_20x__21_1,-0.0487,0.0487,0.6522
IP1,pg,PG_UF - % elimination prot. [%],0.0482,0.0482,0.6559
IP1,pg,pg_child2_xto_cip_201__2_1,0.0473,0.0473,0.6617
IP1,pg,pg_child2_xto_control_20x__15_1,0.046,0.046,0.6703
IP1,pg,pg_child2_xto_init_20x__2_1,-0.046,0.046,0.6702
IP1,pg,pg_sensor_TI_A2_mean,0.0456,0.0456,0.6732
IP1,pg,pg_child2_xto_common_20x__11_1,0.0448,0.0448,0.6785
IP1,pg,PG_PG - % Volume Column [%],-0.0438,0.0438,0.6856
IP1,pg,pg_sensor_FIC_C11_mean,-0.0438,0.0438,0.685
IP1,pg,PG_PG - Prot total [mg],-0.0425,0.0425,0.6945
IP1,pg,pg_sensor_MT_I2_OUT_max,0.0418,0.0418,0.699
IP1,pg,pg_sensor_PIC_A1_min,0.0414,0.0414,0.7015
IP1,pg,pg_child2_xto_common_20x__45_1,-0.0414,0.0414,0.7016
IP1,pg,pg_child2_xto_common_20x__8_1,-0.0413,0.0413,0.7027
IP1,pg,PG_017 PG - Protein by Lowry [µg/ml],-0.0405,0.0405,0.708
IP1,pg,PG_UF - % elimination prot tot [%],-0.0396,0.0396,0.7142
IP1,pg,PG_PG - Volume pool PG ml [ml],-0.0393,0.0393,0.7163
IP1,pg,pg_sensor_MT_I2_OUT_mean,-0.0381,0.0381,0.7245
IP1,pg,pg_child2_xto_outlet_20x__18_1,0.0364,0.0364,0.7366
IP1,pg,pg_child2_xto_cip_201__8_1,0.0361,0.0361,0.7386
IP1,pg,pg_child2_xto_inlet_20x__13_1,0.0361,0.0361,0.7386
IP1,pg,pg_child2_xto_common_20x__17_1,-0.0356,0.0356,0.7421
IP1,pg,pg_child2_xto_common_20x__28_1,-0.0354,0.0354,0.7432
IP1,pg,pg_child2_xto_control_20x__14_1,-0.0354,0.0354,0.7432
IP1,pg,pg_child2_xto_control_20x__4_1,0.0354,0.0354,0.7437
IP1,pg,pg_child2_xto_alarm_201__2_1,0.0353,0.0353,0.7437
IP1,pg,pg_child2_xto_inlet_20x__5_1,0.0353,0.0353,0.7437
IP1,pg,pg_child2_xto_inline_201__7_1,0.0353,0.0353,0.7437
IP1,pg,pg_child2_xto_outlet_20x__8_1,0.0353,0.0353,0.7437
IP1,pg,pg_child2_xto_common_20x__30_1,0.0351,0.0351,0.7452
IP1,pg,pg_child1_op13_user_request_2_1,-0.0336,0.0336,0.7558
IP1,pg,pg_child2_xto_common_20x__6_1,-0.0333,0.0333,0.758
IP1,pg,pg_child2_xto_inline_201__2_1,-0.0326,0.0326,0.7633
IP1,pg,pg_child2_xto_inlet_20x__3_1,-0.0307,0.0307,0.7763
IP1,pg,pg_child2_xto_common_20x__20_1,-0.0305,0.0305,0.778
IP1,pg,pg_child2_xto_control_20x__5_1,-0.0305,0.0305,0.7781
IP1,pg,pg_child2_xto_inline_201__4_1,-0.0305,0.0305,0.7779
IP1,pg,pg_sensor_PIC_I1_OUT_mean,-0.0304,0.0304,0.7785
IP1,pg,pg_child2_xto_prompt__3_1,-0.0291,0.0291,0.7875
IP1,pg,pg_sensor_AI_A2_min,-0.028,0.028,0.7954
IP1,pg,pg_child2_xto_outlet_20x__4_1,0.0277,0.0277,0.7981
IP1,pg,pg_sensor_AI_A2_max,0.027,0.027,0.8026
IP1,pg,pg_child2_xto_outlet_20x__3_1,-0.0254,0.0254,0.8146
IP1,pg,pg_sensor_PIC_I1_OUT_std,-0.0249,0.0249,0.8179
IP1,pg,pg_child2_xto_cip_201__10_1,-0.0239,0.0239,0.8249
IP1,pg,pg_child2_xto_control_20x__16_1,-0.0239,0.0239,0.8248
IP1,pg,pg_child2_xto_inlet_20x__14_1,-0.0239,0.0239,0.8248
IP1,pg,pg_child2_xto_inline_201__15_1,-0.0239,0.0239,0.8247
IP1,pg,pg_child2_xto_outlet_20x__19_1,-0.0239,0.0239,0.8248
IP1,pg,pg_child2_xto_common_20x__46_1,-0.0238,0.0238,0.8258
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_min,0.0237,0.0237,0.8265
IP1,pg,pg_child2_xto_alarm_201__6_1,-0.0236,0.0236,0.8269
IP1,pg,pg_child2_xto_common_20x__4_1,0.0235,0.0235,0.8283
IP1,pg,pg_child2_xto_prompt__13_1,0.0232,0.0232,0.8301
IP1,pg,pg_child2_xto_common_20x__5_1,0.0221,0.0221,0.8378
IP1,pg,pg_sensor_Accumulated Volume_max,-0.0219,0.0219,0.8396
IP1,pg,pg_sensor_Accumulated Volume_mean,0.0208,0.0208,0.8476
IP1,pg,pg_sensor_MT_I2_OUT_min,0.0204,0.0204,0.8505
IP1,pg,pg_child2_xto_prompt__6_1,0.0202,0.0202,0.8518
IP1,pg,pg_child1_op4_batch_process_cl6b_1_1,-0.0199,0.0199,0.854
IP1,pg,pg_sensor_XV-O1_ZSO_std,0.0195,0.0195,0.8572
IP1,pg,pg_sensor_PIC_I1_OUT_min,-0.0193,0.0193,0.8583
IP1,pg,pg_child2_xto_prompt__15_1,-0.0152,0.0152,0.8881
IP1,pg,pg_child2_xto_alarm_201__4_1,-0.0143,0.0143,0.8946
IP1,pg,pg_sensor_MT_I1_OUT_min,-0.0133,0.0133,0.902
IP1,pg,pg_child2_xto_inlet_20x__4_1,-0.0132,0.0132,0.9026
IP1,pg,pg_child2_xto_prompt__10_1,0.0132,0.0132,0.9026
IP1,pg,PG_DEAE - Volume injected ml [ml],-0.0112,0.0112,0.9174
IP1,pg,pg_child2_xto_common_20x__23_1,-0.0112,0.0112,0.9177
IP1,pg,pg_child2_xto_control_20x__8_1,-0.0112,0.0112,0.9177
IP1,pg,pg_child2_xto_inlet_20x__10_1,-0.011,0.011,0.9189
IP1,pg,pg_child2_xto_inline_201__10_1,0.011,0.011,0.9187
IP1,pg,pg_sensor_UV Light_max,0.0109,0.0109,0.9196
IP1,pg,pg_child2_xto_prompt__8_1,0.0109,0.0109,0.9197
IP1,pg,pg_child2_xto_common_20x__27_1,-0.0091,0.0091,0.933
IP1,pg,pg_child2_xto_control_20x__13_1,-0.0091,0.0091,0.933
IP1,pg,pg_child2_xto_prompt__16_1,-0.0072,0.0072,0.947
IP1,pg,pg_child2_xto_common_20x__22_1,-0.0071,0.0071,0.9475
IP1,pg,pg_child2_xto_outlet_20x__10_1,-0.0067,0.0067,0.9507
IP1,pg,pg_child2_xto_inline_201__11_1,-0.0045,0.0045,0.967
IP1,pg,pg_child2_xto_alarm_201__7_1,0.0044,0.0044,0.9675
IP1,pg,pg_child2_xto_inline_201__16_1,0.0044,0.0044,0.9675
IP1,pg,pg_child2_xto_outlet_20x__5_1,0.0044,0.0044,0.9675
IP1,pg,pg_child2_xto_prompt__12_1,0.0029,0.0029,0.9784
IP1,pg,pg_sensor_PIC_I1_std,-0.0021,0.0021,0.9844
IP1,pg,pg_sensor_PI_A2_min,-0.002,0.002,0.9854
IP1,pg,pg_child2_xto_common_20x__43_1,-0.002,0.002,0.9849
IP1,pg,pg_child2_xto_control_20x__30_1,-0.002,0.002,0.9849
IP1,pg,pg_child2_xto_alarm_201__8_1,-0.0017,0.0017,0.9875
IP1,pg,pg_sensor_PIC_I1_mean,-0.0012,0.0012,0.9911
IP1,pg,pg_sensor_MT_I2_OUT_std,0.001,0.001,0.9928
IP1,pg,pg_sensor_TI_A2_std,-0.0007,0.0007,0.9945
IP1,psv_global,PSV_PSV - Ag total,0.5969,0.5969,0.0
IP1,psv_global,PSV_005 PSV - Ag content Elisa [DU/ml],0.5774,0.5774,0.0
IP1,psv_global,GY_PSV - Ratio prot/Ag,-0.2619,0.2619,0.0137
IP1,psv_global,PSV_020 PSV - Protein/dose (Lowry) [µg of pr,-0.2591,0.2591,0.0148
IP1,psv_global,GY_PSV - Purification factor,-0.1747,0.1747,0.1035
IP1,psv_global,GY_PSV - % elimination prot. [%],-0.1327,0.1327,0.2178
IP1,psv_global,PSV_021 PSV - BSA content by Elisa [ng/ml],0.1104,0.1104,0.3057
IP1,psv_global,PSV_PSV - Volume ml [ml],0.079,0.079,0.4644
IP1,psv_global,PSV_PSV - Prot total [mg],0.0382,0.0382,0.7235
IP1,psv_global,PSV_PSV - Filtration time [Minute],0.0323,0.0323,0.7654
IP1,psv_global,PSV_019 PSV - Protein by lowry [µg/ml],0.0238,0.0238,0.826
IP1,psv_global,PSV_PSV - Flow average,0.001,0.001,0.9929
IP1,uf,UF_Clarif - % elimina. prot.tot [%],-0.209,0.209,0.0507
IP1,uf,UF_UF - Prot total [mg],-0.1139,0.1139,0.2906
IP1,uf,UF_016 UF - Protein by Lowry [µg/ml],-0.1126,0.1126,0.2961
IP1,uf,UF_003 UF - Ag content Elisa [DU/ml],0.0943,0.0943,0.382
IP1,uf,UF_UF - Ag total,0.0853,0.0853,0.4296
IP1,uf,UF_022 Clarif - pH,-0.0578,0.0578,0.5924
IP1,uf,UF_UF - Volume UFR ml [ml],-0.0269,0.0269,0.8032
IP1,uf,UF_Clarif - Purification factor,-0.02,0.02,0.853
IP1,uf,UF_Clarif - % elimination prot. [%],-0.0149,0.0149,0.8901
IP1,uf,UF_PG - Volume injected ml [ml],-0.0121,0.0121,0.9108
IP1,uf,UF_Clarif - Ratio prot/Ag,-0.0108,0.0108,0.9201
IP2,clarif,clarif_D3 AM-cell count Cell,0.3227,0.3227,0.082
IP2,clarif,clarif_D4 AM-cell count Cell,0.3207,0.3207,0.084
IP2,clarif,clarif_Vol medium transf day 4 [Liter],0.3186,0.3186,0.0862
IP2,clarif,clarif_Vol medium transf day 3 [Liter],0.3176,0.3176,0.0872
IP2,clarif,clarif_Vol medium transf day 5 [Liter],0.3171,0.3171,0.0877
IP2,clarif,clarif_Perf 1vol1/2-Vol medium tr. [Liter],-0.3116,0.3116,0.0937
IP2,clarif,clarif_D0-Viability [%],0.3022,0.3022,0.1046
IP2,clarif,clarif_D0-Cells count,-0.2908,0.2908,0.119
IP2,clarif,clarif_Clarif 1 - Flow 340L (L/min),0.2887,0.2887,0.1218
IP2,clarif,clarif_031 Clarif 1-Flow 300L (L/min),0.2602,0.2602,0.165
IP2,clarif,clarif_001 Ag cont Elisa virus cult [DU/ml],-0.2543,0.2543,0.1751
IP2,clarif,clarif_P142-Cells count,-0.2521,0.2521,0.179
IP2,clarif,clarif_D3 8h-clarif. 2 Volume clarif [Liter],-0.2339,0.2339,0.2135
IP2,clarif,clarif_D5 8h-Cells count,-0.2309,0.2309,0.2196
IP2,clarif,clarif_D3 8h-clarif. 1 Volume before [Liter],0.2286,0.2286,0.2244
IP2,clarif,clarif_D3 8h-clarif. 1 Volume clarif [Liter],0.2244,0.2244,0.2332
IP2,clarif,clarif_D3 8h-clarif. 2 Volume before [Liter],-0.1957,0.1957,0.3
IP2,clarif,clarif_001 D5 16h-Cells count,-0.1953,0.1953,0.3009
IP2,clarif,clarif_Clarif 1 - Duration [Minute],-0.1776,0.1776,0.3477
IP2,clarif,clarif_D1 WASH 7h-Cells count CF,-0.1738,0.1738,0.3583
IP2,clarif,clarif_D1 WASH 7h-Cells count CT,-0.1676,0.1676,0.3759
IP2,clarif,clarif_D0 - Volume inoculum (ml),-0.164,0.164,0.3866
IP2,clarif,clarif_Duration cells pool transfer [Minute],-0.1308,0.1308,0.4909
IP2,clarif,clarif_D1 WASH 10h-O2 flow rate [Nliter / hour],-0.1232,0.1232,0.5165
IP2,clarif,clarif_D2 8h-NaOH consumption (ml) V,0.1104,0.1104,0.5613
IP2,clarif,clarif_D2 8h-Cells count Cell,-0.0919,0.0919,0.6291
IP2,clarif,clarif_014 Protein Lowry (virus cult) [µg/ml],-0.0788,0.0788,0.6791
IP2,clarif,clarif_Clarif 1 - Flow 200L (L/min),0.071,0.071,0.7091
IP2,clarif,clarif_D3 8h-clarif. 1 Volume after [Liter],-0.0352,0.0352,0.8533
IP2,clarif,clarif_D1 8h-Cells count,0.033,0.033,0.8624
IP2,clarif,clarif_Clarif 2 - Duration min [Minute],-0.0252,0.0252,0.895
IP2,clarif,clarif_D3 8h-pH,0.0248,0.0248,0.8964
IP2,clarif,clarif_D3 8h-clarif. 2 Volume after [Liter],-0.0219,0.0219,0.9085
IP2,clarif,clarif_Clarif 1 - Flow 100L (L/min),0.0109,0.0109,0.9543
IP2,clarif,clarif_Nr fermentor,0.0101,0.0101,0.9579
IP2,deae,deae_child2_xto_alarm_201__1_1,0.5102,0.5102,0.004
IP2,deae,deae_child2_xto_inline_201__2_1,0.5086,0.5086,0.0041
IP2,deae,DEAE_018 DEAE - Max load prot/g Gel,-0.5067,0.5067,0.0043
IP2,deae,DEAE_PG - % elimination prot tot [%],-0.5049,0.5049,0.0044
IP2,deae,deae_child2_xto_cip_201__1_1,0.5049,0.5049,0.0044
IP2,deae,deae_child2_xto_control_20x__1_1,0.5043,0.5043,0.0045
IP2,deae,deae_child2_xto_inlet_20x__1_1,0.5043,0.5043,0.0045
IP2,deae,deae_child2_xto_outlet_20x__1_1,0.5039,0.5039,0.0045
IP2,deae,DEAE_PG - % elimination prot. [%],-0.5022,0.5022,0.0047
IP2,deae,DEAE_PG - Purification factor,-0.484,0.484,0.0067
IP2,deae,DEAE_DEAE - equilibration pH IN,0.481,0.481,0.0071
IP2,deae,deae_child2_xto_common_20x__6_1,0.4807,0.4807,0.0072
IP2,deae,DEAE_DEAE - pH pool DEAE,0.48,0.48,0.0073
IP2,deae,deae_child2_xto_prompt__2_1,-0.4758,0.4758,0.0079
IP2,deae,DEAE_PG - Ratio prot/Ag,-0.4181,0.4181,0.0215
IP2,deae,deae_sensor_AI_A1_min,-0.4099,0.4099,0.0245
IP2,deae,DEAE_DEAE - Volume harvested ml [ml],-0.408,0.408,0.0252
IP2,deae,deae_child2_xto_outlet_20x__26_1,-0.3911,0.3911,0.0326
IP2,deae,deae_child2_xto_control_20x__10_1,-0.3875,0.3875,0.0344
IP2,deae,deae_child2_xto_common_20x__2_1,-0.386,0.386,0.0352
IP2,deae,deae_child2_xto_inline_201__12_1,-0.3839,0.3839,0.0362
IP2,deae,deae_child2_xto_cip_201__7_1,-0.3828,0.3828,0.0368
IP2,deae,deae_child2_xto_common_20x__14_1,-0.3764,0.3764,0.0404
IP2,deae,deae_child2_xto_control_20x__3_1,-0.3764,0.3764,0.0404
IP2,deae,deae_child2_xto_inline_201__15_1,-0.3669,0.3669,0.0461
IP2,deae,deae_child2_xto_outlet_20x__14_1,-0.3669,0.3669,0.0461
IP2,deae,deae_sensor_AI_A3_mean,0.3651,0.3651,0.0473
IP2,deae,deae_sensor_PIC_A1_max,0.3534,0.3534,0.0554
IP2,deae,deae_child2_xto_common_20x__50_1,-0.3477,0.3477,0.0598
IP2,deae,deae_child2_xto_common_20x__3_1,0.3458,0.3458,0.0612
IP2,deae,deae_child2_xto_control_20x__17_1,0.3458,0.3458,0.0612
IP2,deae,deae_child2_xto_inline_201__9_1,0.3458,0.3458,0.0612
IP2,deae,deae_child2_xto_cip_201__10_1,-0.3451,0.3451,0.0618
IP2,deae,deae_child2_xto_common_20x__41_1,-0.3451,0.3451,0.0618
IP2,deae,deae_child2_xto_control_20x__28_1,-0.3451,0.3451,0.0618
